dataset	example_uid	question	answer	incorrect	correct	evidence
movieQA	2995	What is The Pit ?	It is McCullen 's command center in Egypt .	The Pit is McCullen 's command center in Egypt .	The Pit is the G.I Joe 's command center in Egypt	"They take the warheads to The Pit, G.I.
 Joe's command center in Egypt, and upon arriving rendezvous with the head of the G.I.
"
movieQA	504	What happens while Nash is at Harvard giving a guest lecture ?	There is a shoot out between Parcher and Soviet agents	There is a shoot out between parcher and Soviet agents while Nash is at Harvard giving a guest lecture .	While Nash is at Harvard giving a guest lecture , he tries to run away from people he thinks are foreign agents .	"While delivering a guest lecture at Harvard University, Nash tries to flee from people he thinks are foreign agents, led by Dr. Rosen .
"
movieQA	7229	What would happen to David if he revealed the Bureau 's existence to other people ?	They would put him in a coma	David would be put in a coma if he revealed the Bureau 's existence to other people .	If David revealed the Bureau 's existence to other people , they would `` reset '' him .	"The Bureau confiscates and destroys the note that contains Elise's phone number, and David is warned that if he reveals the existence of the Bureau to anyone else, he will be ""reset""akin to being lobotomized he is not meant to meet Elise again.
"
movieQA	5879	What is the former Commodore Norrington 's new title ?	Lieutenant	The former Commodore Norrington 's new title is Lieutenant .	The former Commodore Norrington 's new title is Admiral .	"Admiral Norrington frees Elizabeth and her new crew from the Dutchman upon learning what happened to Elizabeths father, but is run through by a crazed Bootstrap Bill.
"
movieQA	6773	Why does Meacham help Laurel save the impostor ?	Laurel promising to work for him upon `` Sommersby 's '' imprisonment .	Meacham helps Laurel save the the impostor because Laurel promises to work for him upon `` Sommersby 's '' imprisonment .	Meachum helps Laurel save the prisoner , because she promises to marry him upon `` Sommersby 's '' imprisonment .	"Laurel and Jack's lawyer agree to argue that her husband is an impostor, not the same man who left Laurel to fight in the war.
 Meacham devises this plan in exchange for Laurel promising to marry him upon ""Sommersby's"" imprisonment.
"
movieQA	2321	Who does Waters 's mother blame for Peter 's death ?	She blames herself for Peter 's death	Waters 's mother blames herself for Peter 's death .	Waters 's mother blames her surviving son for Peter 's death .	"Waters and his mother meet at the morgue, where Dorri is revealed to be a coroner and Waters promises to find who is responsible.
 Mrs.
 Waters blames her surviving son for his brother's death, claiming he was always too busy to look for Peter.
"
movieQA	2426	What does Ronald do when he realizes Kathryn lied to him about Sebastian ?	Ronald leaves the scene to notify the neighbourhood .	Ronald leaves the scene to notify the neighbourhood when he realizes Kathryn lied to him about Sebastian .	When Ronald realizes Kathryn lied to him about Sebastian , Ronald leaves the scene to notify the police .	"Watching this, Ronald discovers that Kathryn lied to him about Sebastian with intent on using him to kill her step-brother and leaves the scene to notify the police.
"
movieQA	3993	Who approaches Jones in the beginning of the film ?	Harold `` Mutt '' Oxley	Harold `` Mutt '' Oxley approaches Jones in the beginning of the film .	Henry `` Mutt '' Williams approaches Jones in the beginning of the film .	"Jones is approached by greaser Henry ""Mutt"" Williams, who tells him that Harold Oxley had found a crystal skull in Peru, suffered a mental breakdown, and was later kidnapped.
"
movieQA	7306	How does Castel die ?	Marie pushes him out a window	Castel dies when Marie pushes him out a window .	Castel dies by jumping out of a window .	"Marie finds wanted posters in Castel's bag with both her and Jason's pictures, while Castel jumps out of a window to his death.
"
movieQA	2251	What does Jake do after he starts recovering his memory ?	He joins up with the other townspeople to track an injured child	Jake , once he starts recovering his memory , he joins up with the other townspeople to track an injured child .	Jake joins up with the other townspeople to track an injured alien after he starts recovering his memory .	"His memories returning, Jake joins up with the posse.
"
movieQA	2380	How are Jacob and Cal 's roles reversed as the story progresses ?	Cal becomes single while Jacob gets married	Jacob and Cal 's roles are reversed as the story progresses because Cal becomes single while Jacob gets married .	Jacob and Cal 's roles are reversed as the story progresses as Jacob begins to fall in love and respects how Cal is a great father .	"Meanwhile, Jacob returns Cal's calls and asks for advice about starting a real relationship and meeting his girlfriend's parents.
"
movieQA	9940	What is Randall 's profession ?	He is a TV salesman	Randall 's profession is a TV salesman .	Randall is a waterbed salesman .	"Schmidt feels his daughter could do better than Randall, a waterbed salesman.
"
movieQA	4311	Who is Adle Varens ?	Mr. Rochester 's niece	Adle Varens is Mr. Rochester 's niece .	Adle Varens is a young , French , orphan girl .	"She will be a governess to Adle Varens, a young French orphan girl.
"
movieQA	551	How do Dawson and Downey react to the verdict ?	Dawson accepts the settlement , but Downey reject the settlement	In response to the verdict , Dawson accepts the settlement but Downey reject the settlement .	Dawson accepts the verdict , but Downey does not understand what they had done wrong .	"Dawson accepts the verdict, but Downey does not understand what they had done wrong.
"
movieQA	596	Who does Elizabeth meet ?	A bus driver	Elizabeth meets a bus driver .	Elizabeth meets an airman who is absent without leave .	"The Princesses are separated on two different buses, and Margaret is befriended by a Naval Officer seeking to take advantage of what he believes is just an ordinary girl, and Elizabeth by an airman who is absent without leave.
"
movieQA	5488	What happens to Sam 's car ?	It blows up	Sam 's car blows up .	Sam 's car malfunctioned .	"Elsewhere, Sam, a businessman from Ahern Records, attempts to go to the Ahern Records Ball, where he is to deliver an important speech, after his car malfunctions outside New York City, all the while wondering if he should attend a meeting with a mysterious woman he met and fell in love with on the previous New Year's Eve.
"
movieQA	4435	What does Juno decide to do with the baby ?	She has not decided yet	Juno has not decided what to do with the baby yet .	Juno decides to put the baby up for adoption .	"All of this decides her against abortion, and she decides to give the baby up for adoption.
"
movieQA	7014	Why does Melanie go to the cemetery ?	To leave the flowers for her dog .	Melanie goes to the cemetery to leave the flowers for her dog .	Melanie goes to the cemetery to tell her dog goodbye .	"Later that night, Melanie goes to the cemetery to tell her old hound dog Bear good-bye, having left before he died.
"
movieQA	4922	How are loopers compensated for killing their future selves ?	With diamonds	Loopers compensated with diamonds for killing their future selves .	Loopers are compensated for killing their future selves with gold bars .	"To prevent connections to the use of illegal time travel, when a looper is retired, his future self is sent back to 2044 as a target for his younger self, but with gold bars as a payment.
"
movieQA	9751	What is Abu Ahmed 's brother 's name ?	Jinnah	Abu Ahmed 's brother 's name is Jinnah .	Abu Ahmed 's brother 's name is Habib .	"She theorizes that the CIA's supposed photograph of Abu Ahmed was actually of his brother, Habib, as he was said to bear a striking resemblance to Ibrahim and was known to have been killed in Afghanistan, and points out that Abu Ahmed's death in 2001 contradicts Ammar's account.
"
movieQA	9911	Why do Indians start protesting against the British when Aziz is imprisoned ?	Because an Indian girl has been beaten .	Indians started protesting against the British because an Indian girl has been beaten when Aziz is imprisoned .	Indians start protesting against the British when Aziz is imprisoned because they believe he is innocent .	"Upon their return to town, Aziz is jailed to await trial for attempted rape, and an uproar ensues between the Indians and the Colonials.
"
movieQA	3452	What does Ron to the diadem after Harry stabs it ?	He throws it into the Room of Resting .	Ron throws the diadem into the Room of Resting after Harry stabs it .	After Harry stabs it , Ron kicks it into the Room of Requirment	"Harry stabs the diadem with the Basilisk fang and Ron kicks it into the Room of Requirement, where it is destroyed.
"
